CourtId,DisplayName,Name,CourtJurisdictionType,State,StateCode,County,CanFile,CanCourtesyCopy,CanEfiling,FileDeadline,FileServiceLevel,CCDeliveryDeadline,CCDeliveryServiceLevel,EFilingDivisions,EFilingStatus,EFilingDeadline,EFilingRecommendedBy,EFM,MaxEfileDocSize,MaxEfileEnvSize,Address_Address1,Address_City,Address_State,Address_PostalCode
10387,"Orange County, Superior Court of California",Civil Complex Center Santa Ana,State,California,CA,Orange,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,"Civil/Probate: CCMS, Family: eFileCA","Civil/Probate: 35 MB, Family: 25 MB","Civil/Probate: 60 MB, Family: 35 MB",751 W. Santa Ana Blvd.,Santa Ana,California,92701
10388,"Orange County, Superior Court of California",West Justice Center Westminster,State,California,CA,Orange,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,"Civil/Probate: CCMS, Family: eFileCA","Civil/Probate: 35 MB, Family: 25 MB","Civil/Probate: 60 MB, Family: 35 MB",8141 13th Street,Westminster,California,92683-4593
14328,"Orange County, Superior Court of California",Costa Mesa Justice Complex,State,California,CA,Orange,1,0,1,12:00 PM,Same-Day,12:00 AM,Same-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,"Civil/Probate: CCMS, Family: eFileCA","Civil/Probate: 35 MB, Family: 25 MB","Civil/Probate: 60 MB, Family: 35 MB",3390 Harbor Boulevard,Costa Mesa,CA,92626
10389,"Placer County, Superior Court of California",Placer - Maple Street,State,California,CA,Placer,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,101 Maple Street,Auburn,California,95603-5026
10390,"Placer County, Superior Court of California",Placer-Colfax,State,California,CA,Placer,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,10 Culver Street,Colfax,California,95713
10391,"Placer County, Superior Court of California",Placer-Foresthill,State,California,CA,Placer,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,24580 Main Street,Foresthill,California,95631-0267
10392,"Placer County, Superior Court of California",Placer-Lincoln,State,California,CA,Placer,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,453 G Street,Lincoln,California,95648
10393,"Placer County, Superior Court of California",Placer-Roseville-Traffic,State,California,CA,Placer,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,300 Taylor Street,Roseville,California,95678
10394,"Placer County, Superior Court of California",Placer-Roseville-Civil,State,California,CA,Placer,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,10820 Justice Center Drive,Roseville,California,95678
10395,"Placer County, Superior Court of California",Placer-Tahoe,State,California,CA,Placer,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,2501 N. Lake Blvd,Tahoe City,California,96145
10396,"Plumas County, Superior Court of California",Quincy,State,California,CA,Plumas,1,1,0,12:00 PM,Two-Day,5:00 PM,Two-Day,,,,,,,,"520 Main Street, Room 104",Quincy,California,95971
10397,"Riverside County, Superior Court of California",Riverside-Limited Banning,State,California,CA,Riverside,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,311 E. Ramsey Street,Banning,California,92220-5594
10398,"Riverside County, Superior Court of California",Riverside-Limited Blythe,State,California,CA,Riverside,1,0,1,12:00 PM,Same-Day,12:00 AM,,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,265 North Broadway,Blythe,California,92225
10399,"Riverside County, Superior Court of California",Riverside-Limited Corona,State,California,CA,Riverside,1,0,1,12:00 PM,Same-Day,12:00 AM,,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,"505 S. Buena Vista Avenue, #201",Corona,California,91720-1997
10400,"Riverside County, Superior Court of California",Riverside-Limited Hemet/San Jacinto,State,California,CA,Riverside,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,880 N. State Street,Hemet,California,92543-1498
10401,"Riverside County, Superior Court of California",Indio,State,California,CA,Riverside,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,46-200 Oasis Street,Indio,California,92201
10402,"Riverside County, Superior Court of California",Riverside-Limited Lake Elsinore,State,California,CA,Riverside,0,0,1,12:00 PM,Same-Day,12:00 AM,,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,117 S. Langstaff,Lake Elsinore,California,92530-3794
10403,"Riverside County, Superior Court of California",Riverside-Limited Moreno Valley,State,California,CA,Riverside,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,"13800 Heacock Avenue, Bldg #D",Moreno Valley,California,92553-3338
10404,"Riverside County, Superior Court of California",Murrieta-Civil,State,California,CA,Riverside,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,30755-D Auld Road,Murrieta,California,92563
10405,"Riverside County, Superior Court of California",Murrieta-Family Law,State,California,CA,Riverside,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,30755-D Auld Road,Murrieta,California,92563
10406,"Riverside County, Superior Court of California",Riverside-Palm Springs,State,California,CA,Riverside,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,3255 E. Tahquitz Canyon Way,Palm Springs,California,92262-6996
10407,"Riverside County, Superior Court of California",Riverside-Limited Perris,State,California,CA,Riverside,0,0,1,12:00 PM,Same-Day,12:00 AM,,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,227 N. D Street,Perris,California,92570-1946
10408,"Riverside County, Superior Court of California",Riverside,State,California,CA,Riverside,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,4050 Main Street,Riverside,California,92501-3703
10409,"Riverside County, Superior Court of California",Family Law,State,California,CA,Riverside,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,4175 Main Street,Riverside,California,92501
10410,"Riverside County, Superior Court of California",Riverside-Limited Temecula,State,California,CA,Riverside,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,"41002 County Center Drive, Bldg. C",Temecula,California,92591-6035
14335,"Riverside County, Superior Court of California",Menifee Justice Center,State,California,CA,Riverside,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,Civil,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,27401 Menifee Center Drive,Menifee,California,92584
14332,"Sacramento County, Superior Court of California",Hall of Justice,State,California,CA,Sacramento,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,813 6th Street,Sacramento,California,95814
10411,"Sacramento County, Superior Court of California",Sacramento-Limited Elk Grove,State,California,CA,Sacramento,0,0,1,12:00 PM,Same-Day,12:00 AM,,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,8978 Elk Grove Blvd,Elk Grove,California,95624-1994
10412,"Sacramento County, Superior Court of California",Sacramento-Limited Galt,State,California,CA,Sacramento,0,0,1,12:00 PM,Same-Day,12:00 AM,,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,380 Civic Drive,Galt,California,95632-2097
10413,"Sacramento County, Superior Court of California",Carol Miller,State,California,CA,Sacramento,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,301 Bicentennial Circle,Sacramento,California,95826-2700
10414,"Sacramento County, Superior Court of California",Family Law-Probate,State,California,CA,Sacramento,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,3341 Power Inn Road,Sacramento,California,95826-3889
10415,"Sacramento County, Superior Court of California",Limited,State,California,CA,Sacramento,0,0,1,12:00 PM,Same-Day,12:00 AM,,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,520 E. 9th Street,Sacramento,California,95814
10416,"Sacramento County, Superior Court of California",Sacramento,State,California,CA,Sacramento,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,720 9th Street,Sacramento,California,95814-1302
10417,"Sacramento County, Superior Court of California",Sacramento-Limited - I Street,State,California,CA,Sacramento,0,0,1,12:00 PM,Same-Day,12:00 AM,,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,651 I Street,Sacramento,California,95814-2417
10418,"Sacramento County, Superior Court of California",Sacramento-Limited - Kiefer Boulevard,State,California,CA,Sacramento,0,0,1,12:00 PM,Same-Day,12:00 AM,,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,9601 Kiefer Blvd.,Sacramento,California,95827-3887
10419,"Sacramento County, Superior Court of California",Sacramento-Limited - Ninth Street,State,California,CA,Sacramento,0,0,1,12:00 PM,Same-Day,12:00 AM,,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,720 9th Street,Sacramento,California,95814
10420,"Sacramento County, Superior Court of California",Sacramento-Limited Walnut Grove,State,California,CA,Sacramento,0,0,1,12:00 PM,Same-Day,12:00 AM,,"Civil, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,"14177 Market Street, P.O. Box 371",Walnut Grove,California,95690-0371
10421,"San Benito County, Superior Court of California",Hollister,State,California,CA,San Benito,1,0,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,JTI,120 MB,120 MB,450 4th Street,Hollister,California,95023-3892
10422,"San Bernardino County, Superior Court of California",Barstow,State,California,CA,San Bernardino,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,235 E. Mountain View Avenue,Barstow,California,92311
10423,"San Bernardino County, Superior Court of California",Big Bear,State,California,CA,San Bernardino,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,"477 Summit Blvd., P.O. Box 2806",Big Bear Lake,California,92315
10424,"San Bernardino County, Superior Court of California",San Bernardino-Limited Chino,State,California,CA,San Bernardino,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,13260 Central Avenue,Chino,California,91710
10425,"San Bernardino County, Superior Court of California",Fontana,State,California,CA,San Bernardino,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,17780 Arrow Blvd,Fontana,California,92335
10426,"San Bernardino County, Superior Court of California",Joshua Tree,State,California,CA,San Bernardino,1,1,1,12:00 PM,Two-Day,5:00 PM,Two-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,6527 White Feather Road,Joshua Tree,California,92252
10427,"San Bernardino County, Superior Court of California",San Bernardino-Limited Needles,State,California,CA,San Bernardino,1,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1111 Bailey Avenue,Needles,California,92363
10428,"San Bernardino County, Superior Court of California",Rancho Cucamonga,State,California,CA,San Bernardino,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,8303 N. Haven Avenue,Rancho Cucamonga,California,91730
10429,"San Bernardino County, Superior Court of California",San Bernardino-Redlands,State,California,CA,San Bernardino,0,0,1,12:00 PM,Same-Day,12:00 AM,Next-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,216 Brookside Ave. - Probate,Redlands,California,92373
10430,"San Bernardino County, Superior Court of California",San Bernardino Family eFiling,State,California,CA,San Bernardino,1,0,1,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,,z_Soft Launch_z,California,92415-0212
10431,"San Bernardino County, Superior Court of California",San Bernardino-Family Law,State,California,CA,San Bernardino,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,351 N. Arrowhead Avenue,San Bernardino,California,92415-0245
10432,"San Bernardino County, Superior Court of California",San Bernardino-Justice Center,State,California,CA,San Bernardino,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,247 West Third Street,San Bernardino,California,92415-0212
10433,"San Bernardino County, Superior Court of California",Twin Peaks,State,California,CA,San Bernardino,1,1,1,12:00 PM,Two-Day,5:00 PM,Two-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,"26010 State Highway 198, P.O. Box 394",Twin Peaks,California,92391
10434,"San Bernardino County, Superior Court of California",Victorville,State,California,CA,San Bernardino,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory for Civil; Other Divisions Voluntary,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,14455 Civic Drive,Victorville,California,92392
10435,"San Diego County, Superior Court of California",Family/DV-Madge Bradley,State,California,CA,San Diego,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1409 Fourth Avenue,San Diego,California,92101
10436,"San Diego County, Superior Court of California",Probate-Madge Bradley,State,California,CA,San Diego,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1409 Fourth Avenue,San Diego,California,92101
10437,"San Diego County, Superior Court of California",South,State,California,CA,San Diego,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,500 Third Avenue,Chula Vista,California,91910
10438,"San Diego County, Superior Court of California",East County,State,California,CA,San Diego,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,250 E. Main Street,El Cajon,California,92020
10439,"San Diego County, Superior Court of California",Central - Civil,State,California,CA,San Diego,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,330 W. Broadway,San Diego,California,92101-3409
10440,"San Diego County, Superior Court of California",Family Law San Diego,State,California,CA,San Diego,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1555 Sixth Avenue,San Diego,California,92101
10441,"San Diego County, Superior Court of California",Kearny Mesa San Diego,State,California,CA,San Diego,0,0,1,12:00 PM,Same-Day,12:00 AM,,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,8950 Clairemont Mesa Blvd.,San Diego,California,92123
10442,"San Diego County, Superior Court of California",North,State,California,CA,San Diego,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,325 S. Melrose Drive,Vista,California,92081
12665,"San Diego County, Superior Court of California",Central - Family/Probate,State,California,CA,San Diego,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1100 Union Street,San Diego,California,92101
12666,"San Diego County, Superior Court of California",Central - Probate,State,California,CA,San Diego,0,0,1,12:00 PM,Next-Day,5:00 PM,Next-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1100 Union Street,San Diego,California,92101
10443,"San Francisco County, Superior Court of California",California Court of Appeal,State,California,CA,San Francisco,0,0,1,12:00 PM,Same-Day,12:00 AM,NULL,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,FSX,35 MB,60 MB,"350 McAllister Street, Room 1185",San Francisco,California,94102-3600
10444,"San Francisco County, Superior Court of California",San Francisco-Family Court,State,California,CA,San Francisco,0,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,FSX,35 MB,60 MB,"400 McAllister Street, Family Court",San Francisco,California,94102-4514
10445,"San Francisco County, Superior Court of California",San Francisco-McAllister,State,California,CA,San Francisco,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,FSX,35 MB,60 MB,400 McAllister Street,San Francisco,California,94102
10446,"San Francisco County, Superior Court of California",San Francisco - Van Ness ,State,California,CA,San Francisco,0,0,1,12:00 PM,Same-Day,12:00 AM,,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,FSX,35 MB,60 MB,"30 Van Ness Avenue,  #3100",San Francisco,California,94102
10447,"San Joaquin County, Superior Court of California",San Joaquin-Lodi,State,California,CA,San Joaquin,1,1,0,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,,,,315 W. Elm Street,Lodi,California,95240
10448,"San Joaquin County, Superior Court of California",San Joaquin-Manteca,State,California,CA,San Joaquin,1,1,0,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,,,,315 E. Center Street,Manteca,California,95336-4695
10449,"San Joaquin County, Superior Court of California",San Joaquin-Stockton,State,California,CA,San Joaquin,1,1,0,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,,,,180 E. Weber Avenue,Stockton,California,95202-2777
10450,"San Joaquin County, Superior Court of California",San Joaquin-Stockton-Family,State,California,CA,San Joaquin,1,1,0,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,,,,180 E. Weber Avenue,Stockton,California,95202
10451,"San Joaquin County, Superior Court of California",Tracy,State,California,CA,San Joaquin,0,0,0,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,,,,475 E. 10th Street,Tracy,California,95376-4040
10452,"San Luis Obispo County, Superior Court of California",San Luis Obispo-Grover,State,California,CA,San Luis Obispo,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,214 S. 16th Street,Grover Beach,California,93433-2299
10453,"San Luis Obispo County, Superior Court of California",San Luis Obispo-Paso Robles,State,California,CA,San Luis Obispo,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,901 Park Street,Paso Robles,California,93446-2593
10454,"San Luis Obispo County, Superior Court of California",San Luis Obispo,State,California,CA,San Luis Obispo,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,"1035 Palm Street, Room 385",San Luis Obispo,California,93408
10455,"San Mateo County, Superior Court of California",San Mateo-Southern-Redwood City,State,California,CA,San Mateo,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,400 County Center,Redwood City,California,94063-1655
10456,"San Mateo County, Superior Court of California",San Mateo-Central-San Mateo,State,California,CA,San Mateo,0,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,800 N. Humboldt Street,San Mateo,California,94401-1499
10457,"San Mateo County, Superior Court of California",San Mateo-Northern-So. San Francisco,State,California,CA,San Mateo,0,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1050 Mission Road,So. San Francisco,California,94080-3297
