CourtId,DisplayName,Name,CourtJurisdictionType,State,StateCode,County,CanFile,CanCourtesyCopy,CanEfiling,FileDeadline,FileServiceLevel,CCDeliveryDeadline,CCDeliveryServiceLevel,EFilingDivisions,EFilingStatus,EFilingDeadline,EFilingRecommendedBy,EFM,MaxEfileDocSize,MaxEfileEnvSize,Address_Address1,Address_City,Address_State,Address_PostalCode
10458,"Santa Barbara County, Superior Court of California",Santa Barbara-Lompoc,State,California,CA,Santa Barbara,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,115 Civic Center Plaza,Lompoc,California,93436-6967
10459,"Santa Barbara County, Superior Court of California",Santa Barbara,State,California,CA,Santa Barbara,0,0,1,12:00 PM,Same-Day,5:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1100 Anacapa Street,Santa Barbara,California,93101-2168
10460,"Santa Barbara County, Superior Court of California",Santa Barbara-Anacapa,State,California,CA,Santa Barbara,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1100 Anacapa Street,Santa Barbara,California,93101
10461,"Santa Barbara County, Superior Court of California",Cook,State,California,CA,Santa Barbara,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,"312 East Cook Street, P.O. Box 5369",Santa Maria,California,93456-5369
12446,"Santa Barbara County, Superior Court of California",Santa Barbara-Lompoc,State,California,CA,Santa Barbara,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,115 Civic Center Plaza,Lompoc,California,93436-6967
12447,"Santa Barbara County, Superior Court of California",Santa Maria,State,California,CA,Santa Barbara,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,,Santa Maria,California,NULL
12450,"Santa Clara County, Superior Court of California",Civil Complex,State,California,CA,Santa Clara,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,191 N. First Street,San Jose,California,95113-1090
12451,"Santa Clara County, Superior Court of California",General Civil,State,California,CA,Santa Clara,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,191 N. First Street,San Jose,California,95113-1090
10463,"Santa Clara County, Superior Court of California",Santa Clara-Los Gatos,State,California,CA,Santa Clara,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,14205 Capri Drive,Los Gatos,California,95032
10464,"Santa Clara County, Superior Court of California",Santa Clara-South County,State,California,CA,Santa Clara,0,0,1,12:00 PM,Next-Day,5:00 PM,Two-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,301 Diana Avenue,Morgan Hill,California,95037
10465,"Santa Clara County, Superior Court of California",Santa Clara-Palo Alto,State,California,CA,Santa Clara,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,270 Grant Avenue,Palo Alto,California,94306-1993
10466,"Santa Clara County, Superior Court of California",Santa Clara - Family Court,State,California,CA,Santa Clara,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,201 N. First Street,San Jose,California,95113-2219
10467,"Santa Clara County, Superior Court of California",Notre Dame-Family,State,California,CA,Santa Clara,0,0,1,12:00 PM,Same-Day,5:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,99 Notre Dame Avenue,San Jose,California,95113
10468,"Santa Clara County, Superior Court of California",Santa Clara - 190 Hedding Street,State,California,CA,Santa Clara,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,190 W. Hedding Street,San Jose,California,95110-1706
10469,"Santa Clara County, Superior Court of California",Santa Clara - 200 Hedding Street,State,California,CA,Santa Clara,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,200 West Hedding Street,San Jose,California,95110
10470,"Santa Clara County, Superior Court of California",Santa Clara - First Street,State,California,CA,Santa Clara,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,191 N. First Street,San Jose,California,95113-1090
10471,"Santa Clara County, Superior Court of California",Santa Clara-Sunnyvale,State,California,CA,Santa Clara,0,0,1,12:00 PM,Next-Day,5:00 PM,Two-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,605 W. El Camino Real,Sunnyvale,California,94087-2916
10472,"Santa Cruz County, Superior Court of California",Santa Cruz,State,California,CA,Santa Cruz,1,0,1,12:00 PM,Next-Day,11:00 AM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,701 Ocean Street,Santa Cruz,California,95060-4086
10473,"Santa Cruz County, Superior Court of California",Santa Cruz-Watsonville,State,California,CA,Santa Cruz,1,0,1,12:00 PM,Next-Day,11:00 AM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1 Second Street,Watsonville,California,95076
10474,"Shasta County, Superior Court of California",Burney,State,California,CA,Shasta,0,0,0,12:00 PM,Next-Day,12:00 AM,,,,,,,,,20509 Shasta Street,Burney,California,96013
10475,"Shasta County, Superior Court of California",Redding,State,California,CA,Shasta,1,1,0,12:00 PM,Next-Day,12:00 PM,Next-Day,,,,,,,,1500 Court Street,Redding,California,96001-1686
10476,"Shasta County, Superior Court of California",Shasta-Family Support,State,California,CA,Shasta,0,0,0,12:00 PM,Same-Day,12:00 AM,,,,,,,,,1431 Market Street,Redding,California,96001
10477,"Sierra County, Superior Court of California",Downieville,State,California,CA,Sierra,1,1,0,12:00 PM,Two-Day,5:00 PM,Two-Day,,,,,,,,"100 Courthouse Square, P.O. Box 476",Downieville,California,95936
10478,"Siskiyou County, Superior Court of California",Siskiyou-Dorris/Tuelake,State,California,CA,Siskiyou,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,324 N. Pine Street P.O. Box 828,Dorris,California,96023
10479,"Siskiyou County, Superior Court of California",Siskiyou-Weed,State,California,CA,Siskiyou,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,550 Main Street,Weed,California,96094
10480,"Siskiyou County, Superior Court of California",Yreka,State,California,CA,Siskiyou,1,1,1,12:00 PM,Two-Day,5:00 PM,Two-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,"311 4th Street, P.O. Box 1026",Yreka,California,96097-2998
10481,"Siskiyou County, Superior Court of California",Siskiyou-Family Law,State,California,CA,Siskiyou,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,510 Main Street,Yreka,California,96097
10482,"Solano County, Superior Court of California",Family Law-Probate,State,California,CA,Solano,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,600 Union Ave,Fairfield,California,94533-6318
10483,"Solano County, Superior Court of California",Fairfield,State,California,CA,Solano,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,580 Texas Street,Fairfield,California,94533-6318
10484,"Solano County, Superior Court of California",Vallejo,State,California,CA,Solano,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,321 Tuolumne Street,Vallejo,California,94590-5700
10485,"Sonoma County, Superior Court of California",Sonoma Criminal,State,California,CA,Sonoma,0,0,1,12:00 PM,Same-Day,5:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,600 Administration Dr.,Santa Rosa,California,95403
10486,"Sonoma County, Superior Court of California",Sonoma Civil,State,California,CA,Sonoma,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,3055 Cleveland Ave.,Santa Rosa,California,95403-2818
10487,"Sonoma County, Superior Court of California",Sonoma Family Law,State,California,CA,Sonoma,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,3055 Cleveland Avenue,Santa Rosa,California,95403-2122
10488,"Stanislaus County, Superior Court of California",Modesto,State,California,CA,Stanislaus,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,"801 10th Street, 4th Floor",Modesto,California,95354
10489,"Stanislaus County, Superior Court of California",Modesto-Family,State,California,CA,Stanislaus,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,"1100 I Street,  P.O. Box 1098",Modesto,California,95353
12445,"Stanislaus County, Superior Court of California",Turlock,State,California,CA,Stanislaus,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,300 Starr Ave.,Turlock,California,95380
10490,"Sutter County, Superior Court of California",Courthouse East,State,California,CA,Sutter,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1175 Civic Center Blvd,Yuba City,California,95993
10491,"Tehama County, Superior Court of California",Tehama-Corning,State,California,CA,Tehama,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,720 Hoag Street,Corning,California,96021-2021
10492,"Tehama County, Superior Court of California",Red Bluff,State,California,CA,Tehama,1,0,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1740 Walnut St,Red Bluff,California,96080
10493,"Trinity County, Superior Court of California",Weaverville,State,California,CA,Trinity,1,1,0,12:00 PM,Two-Day,5:00 PM,Two-Day,,,,,,,,"11 Court Street,  P.O. Box 1258",Weaverville,California,96093-1258
10494,"Tulare County, Superior Court of California",Tulare-Dinuba,State,California,CA,Tulare,0,0,1,12:00 PM,Same-Day,12:00 AM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,920 South College Avenue,Dinuba,California,93618-2899
10495,"Tulare County, Superior Court of California",Tulare-Porterville,State,California,CA,Tulare,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,300 East Olive ,Porterville,California,93257
10496,"Tulare County, Superior Court of California",Tulare-Tulare/Pixley,State,California,CA,Tulare,0,0,1,12:00 PM,Same-Day,5:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,425 E. Kern Avenue,Tulare,California,93274-4209
10497,"Tulare County, Superior Court of California",Tulare Visalia,State,California,CA,Tulare,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,221 South Mooney Boulevard,Visalia,California,93291-1228
10498,"Tuolumne County, Superior Court of California",Tuolumne - Washington Street,State,California,CA,Tuolumne,0,0,1,12:00 PM,Same-Day,12:00 AM,,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,60 Washington Street,Sonora,California,95370-4705
10499,"Tuolumne County, Superior Court of California",Tuolumne - Justice Center Drive,State,California,CA,Tuolumne,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,12855 Justice Center Drive,Sonora,California,95370-4611
11463,"United States Bankruptcy Court, Central District of California",Central District of California - Bankruptcy - Los Angeles - Edward R. Roybal Federal Bldg,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,255 E. Temple St,Los Angeles,California,90012-3300
11464,"United States Bankruptcy Court, Central District of California",Central District of California- Bankruptcy - Woodland Hills,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,21041 Burbank Blvd,Woodland Hills,California,91367-6603
11465,"United States Bankruptcy Court, Central District of California",Central District of California - Bankruptcy - Santa Ana,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,411 West Fourth St,Santa Ana,California,92701-4593
11466,"United States Bankruptcy Court, Central District of California",Central District of California - Bankruptcy - Riverside,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,3420 Twelfth St.,Riverside,California,92501-3819
11467,"United States Bankruptcy Court, Central District of California",Central District of California - Bankruptcy - Santa Barbara,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,1415 State Street,Santa Barbara,California,93101-2511
11499,"United States Bankruptcy Court, Eastern District of California",Eastern District of California - Bankruptcy - Fresno,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,"2500 Tulare Street, Rm 2501",Fresno,California,93721
11500,"United States Bankruptcy Court, Eastern District of California",Eastern District of California - Bankruptcy - Sacramento,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,"501 I Street, Suite 3-200",Sacramento,California,95814-2322
11501,"United States Bankruptcy Court, Eastern District of California",Eastern District of California - Bankruptcy - Modesto,Federal,California,CA,,0,0,0,12:00 PM,Same-Day,12:00 AM,Next-Day,,,,,,,,1130-12th St #C,Modesto,California,95354
11523,"United States Bankruptcy Court, Northern District of California",Northern District of California - Bankruptcy - Oakland,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,1300 Clay Street #300,Oakland,California,94612
11524,"United States Bankruptcy Court, Northern District of California",Northern District of California - Bankruptcy - San Francisco,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,450 Golden Gate Ave,San Francisco,California,94102
11525,"United States Bankruptcy Court, Northern District of California",Northern District of California - Bankruptcy - San Jose,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,280 S. 1st St #3035,San Jose,California,95113-3099
11526,"United States Bankruptcy Court, Northern District of California",Northern District of California - Bankruptcy - Santa Rosa,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,99 South E Street,Santa Rosa,California,95404-6524
11539,"United States Bankruptcy Court, Southern District of California",Southern District of California - Bankruptcy - San Diego,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,325 W. F Street,San Diego,California,92101-6989
11596,"United States Court of Appeals, Ninth Circuit",Ninth Circuit Court of Appeals San Francisco,Federal,California,CA,,0,0,0,12:00 PM,Same-Day,12:00 AM,,,,,,,,,95 Seventh St.,San Francisco,California,94103
11617,"United States District Court, Central District of California",Central District of California - District - Los Angeles - 312 N. Spring St,Federal,California,CA,,0,0,0,12:00 PM,Same-Day,11:00 AM,Next-Day,,,,,,,,312 N. Spring St. #G-8,Los Angeles,California,90012
11618,"United States District Court, Central District of California",Central District of California - District - Los Angeles - Edward R. Roybal Federal Bldg,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,255 E. Temple St,Los Angeles,California,90012
11619,"United States District Court, Central District of California",Central District of California - District - Santa Ana,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,411 West Fourth St,Santa Ana,California,92701-4516
11620,"United States District Court, Central District of California",Central District of California - District - Riverside,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,3470 12th Street,Riverside,California,92501-3801
12452,"United States District Court, Central District of California",Central District of California - District - Los Angeles - First Street,Federal,California,CA,Los Angeles,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,350 W. First Street,Los Angeles,California,90012
11652,"United States District Court, Eastern District of California",Eastern District of California - District - Tahoe,Federal,California,CA,,0,0,0,12:00 PM,Same-Day,12:00 AM,,,,,,,,,P.O. Box 20000,South Lake Tahoe,California,96151
11653,"United States District Court, Eastern District of California",Eastern District of California - District - Fresno,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,"2500 Tulare Street, Rm 5000 (Entrance is located o",Fresno,California,93721
11654,"United States District Court, Eastern District of California",Eastern District of California - District - Bakersfield,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,"510 19th Street, Suite 200",Bakersfield,California,93301
11655,"United States District Court, Eastern District of California",Eastern District of California - District - Susanville,Federal,California,CA,,0,0,0,12:00 PM,Same-Day,12:00 AM,,,,,,,,,60 S. Lassen Street,Susanville,California,96130
11656,"United States District Court, Eastern District of California",Eastern District of California - District - Yosemite,Federal,California,CA,,0,0,0,12:00 PM,Same-Day,12:00 AM,,,,,,,,,P.O. Box 575,Yosemite National Park,California,95389
11657,"United States District Court, Eastern District of California",Eastern District of California - District - Sacramento,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,501 I Street Suite 4-200,Sacramento,California,95814
11658,"United States District Court, Eastern District of California",Eastern District of California - District - Redding,Federal,California,CA,,0,0,0,12:00 PM,Same-Day,12:00 AM,,,,,,,,,2986 Bechelli Lane,Redding,California,96002
11680,"United States District Court, Northern District of California",Northern District of California - District - Oakland,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,1301 Clay St. #400 South,Oakland,California,94612-5212
11681,"United States District Court, Northern District of California",Northern District of California - District - Eureka,Federal,California,CA,,0,0,0,12:00 PM,Same-Day,12:00 AM,,,,,,,,,518 W. Clark Street,Eureka,California,95501
11682,"United States District Court, Northern District of California",Northern District of California - District - Monterey,Federal,California,CA,,0,0,0,12:00 PM,Same-Day,12:00 AM,,,,,,,,,P.O. Box 1390,Monterey,California,93940
11683,"United States District Court, Northern District of California",Northern District of California - District - San Francisco,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,450 Golden Gate Avenue,San Francisco,California,94102-3483
11684,"United States District Court, Northern District of California",Northern District of California - District - San Jose,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,280 S. First St. #2112,San Jose,California,95113-3008
11697,"United States District Court, Southern District of California",Southern District of California - District - El Centro,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,321 S. Waterman Ave,El Centro,California,92243
11698,"United States District Court, Southern District of California",Southern District of California - District - San Diego,Federal,California,CA,,0,1,0,12:00 PM,Same-Day,12:00 PM,Next-Day,,,,,,,,333 West Broadway,San Diego,California,92101-8900
14336,"Ventura County, Superior Court of California",Main,State,California,CA,Ventura,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,4353 E. Vineyard Avenue,Oxnard,CA,93036
10500,"Ventura County, Superior Court of California",East County,State,California,CA,Ventura,1,1,1,12:00 PM,Same-Day,5:00 PM,Next-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,3855-F Alamo Street,Simi Valley,California,93063
10501,"Ventura County, Superior Court of California",Ventura,State,California,CA,Ventura,1,1,1,12:00 PM,Same-Day,12:00 PM,Same-Day,"Civil, Family, Probate",Mandatory,11:59 PM,11:45 PM,JTI,120 MB,120 MB,800 S. Victoria Avenue,Ventura,California,93009-0001
10502,"Yolo County, Superior Court of California",Yolo,State,California,CA,Yolo,1,0,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,1000 Main Street,Woodland,California,95695-3551
10503,"Yuba County, Superior Court of California",Marysville,State,California,CA,Yuba,1,1,1,12:00 PM,Next-Day,12:00 PM,Next-Day,All Non-Criminal,Mandatory,11:59 PM,11:45 PM,eFileCA,25 MB,35 MB,215 Fifth Street,Marysville,California,95901-5794